,gen_pair_nr,rt60_diff,rt60_set,volume,room_x,room_y,room_z,mic_pos_x,mic_pos_y,mic_pos_z,src1_pos_x,src1_pos_y,src1_pos_z,src2_pos_x,src2_pos_y,src2_pos_z,rt60_true,rt60_masp_stats,cd_masp_stats,mfp_masp_stats,rt30_meas,rt20_meas,edt_meas,c50_meas,ir_file_name,ir_clone_file_name,ir_file_path,ir_clone_file_path,split,database_speech,speech_file_path
10,0,0.499,0.787,1128.26,11.39,18.23,5.43,4.211025084311559,9.760310043616892,1.7488192800721702,1.2349542978254346,11.034810752161242,1.2807798721058892,3.520913079378505,4.234204838356626,1.9867580991114289,0.7870045017205627,0.7870045017205627,2.135460617619466,6.119707405876579,1.1039469858501416,1.0577059914749407,0.8552578166569696,1.027292370739387,monoRIR_x1139y1823z543_rtms79.wav,clone_monoRIR_x1139y1823z543_rtms79.wav,/home/ubuntu/guestxr2/home/ubuntu/Data/synth_rirs_new/monoRIR_x1139y1823z543_rtms79.wav,/home/ubuntu/guestxr2/home/ubuntu/Data/synth_rirs_new/clone_monoRIR_x1139y1823z543_rtms79.wav,train,VCTK,/home/ubuntu/guestxr2/home/ubuntu/Data/VCTK/wav48_silence_trimmed/p277/p277_407_mic1.flac
11,1080,0.499,1.286,1492.17,12.78,23.63,4.94,8.60967444390158,15.448777080683383,1.6162932232388836,5.000660629551643,7.701085833914892,1.1031746613803104,5.21868170544988,15.33281251837801,1.21600374022165,1.2862530453193002,1.2857469546807,1.9217994894107533,6.192036787692941,2.251770910579642,2.2715537768403515,2.032836271776872,-9.304485194641694,monoRIR_x1278y2363z494_rtms129.wav,clone_monoRIR_x1278y2363z494_rtms129.wav,/home/ubuntu/guestxr2/home/ubuntu/Data/synth_rirs_new/monoRIR_x1278y2363z494_rtms129.wav,/home/ubuntu/guestxr2/home/ubuntu/Data/synth_rirs_new/clone_monoRIR_x1278y2363z494_rtms129.wav,train,VCTK,/home/ubuntu/guestxr2/home/ubuntu/Data/VCTK/wav48_silence_trimmed/p304/p304_061_mic2.flac
12,0,0.57,0.787,1128.26,11.39,18.23,5.43,4.211025084311559,9.760310043616892,1.7488192800721702,1.2349542978254346,11.034810752161242,1.2807798721058892,3.520913079378505,4.234204838356626,1.9867580991114289,0.7870045017205627,0.7870045017205627,2.135460617619466,6.119707405876579,1.1039469858501416,1.0577059914749407,0.8552578166569696,1.027292370739387,monoRIR_x1139y1823z543_rtms79.wav,clone_monoRIR_x1139y1823z543_rtms79.wav,/home/ubuntu/guestxr2/home/ubuntu/Data/synth_rirs_new/monoRIR_x1139y1823z543_rtms79.wav,/home/ubuntu/guestxr2/home/ubuntu/Data/synth_rirs_new/clone_monoRIR_x1139y1823z543_rtms79.wav,train,VCTK,/home/ubuntu/guestxr2/home/ubuntu/Data/VCTK/wav48_silence_trimmed/p250/p250_291_mic2.flac
13,396,0.57,1.357,384.58,10.13,10.48,3.62,6.950510866769667,7.217210536512619,1.596091279117862,7.466819834232621,6.467140896984715,1.4582613467501329,7.288226678358239,8.68372971492464,1.1479113716389715,1.357020324552065,1.357020324552065,0.949448771256886,4.251884852957285,2.0857366133758903,1.957324317747312,1.6305584721483406,0.6519129437955783,monoRIR_x1013y1048z362_rtms136.wav,clone_monoRIR_x1013y1048z362_rtms136.wav,/home/ubuntu/guestxr2/home/ubuntu/Data/synth_rirs_new/monoRIR_x1013y1048z362_rtms136.wav,/home/ubuntu/guestxr2/home/ubuntu/Data/synth_rirs_new/clone_monoRIR_x1013y1048z362_rtms136.wav,train,VCTK,/home/ubuntu/guestxr2/home/ubuntu/Data/VCTK/wav48_silence_trimmed/p255/p255_208_mic2.flac
14,0,0.662,0.787,1128.26,11.39,18.23,5.43,4.211025084311559,9.760310043616892,1.7488192800721702,1.2349542978254346,11.034810752161242,1.2807798721058892,3.520913079378505,4.234204838356626,1.9867580991114289,0.7870045017205627,0.7870045017205627,2.135460617619466,6.119707405876579,1.1039469858501416,1.0577059914749407,0.8552578166569696,1.027292370739387,monoRIR_x1139y1823z543_rtms79.wav,clone_monoRIR_x1139y1823z543_rtms79.wav,/home/ubuntu/guestxr2/home/ubuntu/Data/synth_rirs_new/monoRIR_x1139y1823z543_rtms79.wav,/home/ubuntu/guestxr2/home/ubuntu/Data/synth_rirs_new/clone_monoRIR_x1139y1823z543_rtms79.wav,train,VCTK,/home/ubuntu/guestxr2/home/ubuntu/Data/VCTK/wav48_silence_trimmed/p318/p318_220_mic2.flac
15,6046,0.662,1.449,1682.19,19.09,24.39,3.61,13.77959960356343,10.58639245607379,1.3549381008741097,14.570958275616109,15.425704327704652,1.891040569860079,12.7699273843973,19.703676099969567,1.2198396556914917,1.449091809190912,1.449091809190912,1.9214964132504533,5.39968222261379,2.807240972821887,3.073352459535441,2.757084736565139,-5.130860129080563,monoRIR_x1909y2439z361_rtms145.wav,clone_monoRIR_x1909y2439z361_rtms145.wav,/home/ubuntu/guestxr2/home/ubuntu/Data/synth_rirs_new/monoRIR_x1909y2439z361_rtms145.wav,/home/ubuntu/guestxr2/home/ubuntu/Data/synth_rirs_new/clone_monoRIR_x1909y2439z361_rtms145.wav,train,VCTK,/home/ubuntu/guestxr2/home/ubuntu/Data/VCTK/wav48_silence_trimmed/p351/p351_320_mic1.flac
16,0,0.265,0.787,1128.26,11.39,18.23,5.43,4.211025084311559,9.760310043616892,1.7488192800721702,1.2349542978254346,11.034810752161242,1.2807798721058892,3.520913079378505,4.234204838356626,1.9867580991114289,0.7870045017205627,0.7870045017205627,2.135460617619466,6.119707405876579,1.1039469858501416,1.0577059914749407,0.8552578166569696,1.027292370739387,monoRIR_x1139y1823z543_rtms79.wav,clone_monoRIR_x1139y1823z543_rtms79.wav,/home/ubuntu/guestxr2/home/ubuntu/Data/synth_rirs_new/monoRIR_x1139y1823z543_rtms79.wav,/home/ubuntu/guestxr2/home/ubuntu/Data/synth_rirs_new/clone_monoRIR_x1139y1823z543_rtms79.wav,train,VCTK,/home/ubuntu/guestxr2/home/ubuntu/Data/VCTK/wav48_silence_trimmed/p237/p237_279_mic2.flac
17,4182,0.265,1.052,2506.24,16.26,30.71,5.02,7.21053271428377,9.312345336096326,1.7748968424173652,11.593789645004383,13.72767118003145,1.9085950348515903,5.945339075552612,19.40103034692376,1.2412433434489651,1.0520049012549209,1.0519950987450792,2.7540399945786347,6.819735971945252,1.9683649009177584,1.9950133985166367,1.6227562489165306,-3.7088333480166815,monoRIR_x1626y3071z501_rtms105.wav,clone_monoRIR_x1626y3071z501_rtms105.wav,/home/ubuntu/guestxr2/home/ubuntu/Data/synth_rirs_new/monoRIR_x1626y3071z501_rtms105.wav,/home/ubuntu/guestxr2/home/ubuntu/Data/synth_rirs_new/clone_monoRIR_x1626y3071z501_rtms105.wav,train,VCTK,/home/ubuntu/guestxr2/home/ubuntu/Data/VCTK/wav48_silence_trimmed/p374/p374_373_mic1.flac
18,0,0.6639999999999999,0.156,31.55,3.32,3.4,2.8,2.2607196449155658,2.205862232912593,1.3484355626409816,2.0885276101208965,1.708518384288427,1.7178603373180978,0.5684246565915954,1.2631156341659993,1.058180459016611,0.1560082940375092,0.1560082940375092,0.8030428798206378,2.099813978208876,0.1464795118698834,0.1519931782899097,0.2234967912850931,19.68585373575529,monoRIR_x332y340z280_rtms16.wav,clone_monoRIR_x332y340z280_rtms16.wav,/home/ubuntu/guestxr2/home/ubuntu/Data/synth_rirs_new/monoRIR_x332y340z280_rtms16.wav,/home/ubuntu/guestxr2/home/ubuntu/Data/synth_rirs_new/clone_monoRIR_x332y340z280_rtms16.wav,train,VCTK,/home/ubuntu/guestxr2/home/ubuntu/Data/VCTK/wav48_silence_trimmed/p281/p281_046_mic2.flac
19,145,0.6639999999999999,0.82,1309.9,14.55,14.95,6.02,8.157310478314468,4.4524389935881805,1.2584963174248571,6.580709714922555,9.248609200485546,1.1152136710805305,2.432597405023386,8.861545445815263,1.9036462153973568,0.8200443067435228,0.8199556932564771,2.2546555838784306,6.628418235312728,1.0278795702365149,0.9901157386751184,1.0258236098815852,-2.1197152665240213,monoRIR_x1455y1495z602_rtms82.wav,clone_monoRIR_x1455y1495z602_rtms82.wav,/home/ubuntu/guestxr2/home/ubuntu/Data/synth_rirs_new/monoRIR_x1455y1495z602_rtms82.wav,/home/ubuntu/guestxr2/home/ubuntu/Data/synth_rirs_new/clone_monoRIR_x1455y1495z602_rtms82.wav,train,VCTK,/home/ubuntu/guestxr2/home/ubuntu/Data/VCTK/wav48_silence_trimmed/p250/p250_071_mic2.flac
20,0,0.43099999999999994,0.156,31.55,3.32,3.4,2.8,2.2607196449155658,2.205862232912593,1.3484355626409816,2.0885276101208965,1.708518384288427,1.7178603373180978,0.5684246565915954,1.2631156341659993,1.058180459016611,0.1560082940375092,0.1560082940375092,0.8030428798206378,2.099813978208876,0.1464795118698834,0.1519931782899097,0.2234967912850931,19.68585373575529,monoRIR_x332y340z280_rtms16.wav,clone_monoRIR_x332y340z280_rtms16.wav,/home/ubuntu/guestxr2/home/ubuntu/Data/synth_rirs_new/monoRIR_x332y340z280_rtms16.wav,/home/ubuntu/guestxr2/home/ubuntu/Data/synth_rirs_new/clone_monoRIR_x332y340z280_rtms16.wav,train,VCTK,/home/ubuntu/guestxr2/home/ubuntu/Data/VCTK/wav48_silence_trimmed/p334/p334_136_mic2.flac
21,6794,0.43099999999999994,0.587,1864.59,19.09,23.19,4.21,7.894622766666496,7.671604445235919,1.1071633875929758,7.775967047827976,20.640117726239463,1.255342426468604,8.7536759161259,19.804997436649067,1.437177462706172,0.5870446906581275,0.5869553093418725,3.179193284398002,6.0053716836215605,1.0112031108757995,1.0957225280469125,1.0966314861799749,-9.781217505287964,monoRIR_x1909y2319z421_rtms59.wav,clone_monoRIR_x1909y2319z421_rtms59.wav,/home/ubuntu/guestxr2/home/ubuntu/Data/synth_rirs_new/monoRIR_x1909y2319z421_rtms59.wav,/home/ubuntu/guestxr2/home/ubuntu/Data/synth_rirs_new/clone_monoRIR_x1909y2319z421_rtms59.wav,train,VCTK,/home/ubuntu/guestxr2/home/ubuntu/Data/VCTK/wav48_silence_trimmed/p303/p303_154_mic2.flac
22,0,0.527,0.156,31.55,3.32,3.4,2.8,2.2607196449155658,2.205862232912593,1.3484355626409816,2.0885276101208965,1.708518384288427,1.7178603373180978,0.5684246565915954,1.2631156341659993,1.058180459016611,0.1560082940375092,0.1560082940375092,0.8030428798206378,2.099813978208876,0.1464795118698834,0.1519931782899097,0.2234967912850931,19.68585373575529,monoRIR_x332y340z280_rtms16.wav,clone_monoRIR_x332y340z280_rtms16.wav,/home/ubuntu/guestxr2/home/ubuntu/Data/synth_rirs_new/monoRIR_x332y340z280_rtms16.wav,/home/ubuntu/guestxr2/home/ubuntu/Data/synth_rirs_new/clone_monoRIR_x332y340z280_rtms16.wav,train,VCTK,/home/ubuntu/guestxr2/home/ubuntu/Data/VCTK/wav48_silence_trimmed/p301/p301_384_mic2.flac
23,5847,0.527,0.683,1181.83,12.32,20.75,4.62,4.780726452977255,12.898203401013092,1.8543027756330752,5.890149798203469,9.974494556874054,1.2351455776639266,1.38081096380861,9.197608818016164,1.875271021222152,0.6830394639998693,0.6830394639998693,2.346051587084638,5.783492326835338,1.0824640386295763,1.0440782554193724,0.7641393867753764,2.028585013377446,monoRIR_x1232y2075z462_rtms68.wav,clone_monoRIR_x1232y2075z462_rtms68.wav,/home/ubuntu/guestxr2/home/ubuntu/Data/synth_rirs_new/monoRIR_x1232y2075z462_rtms68.wav,/home/ubuntu/guestxr2/home/ubuntu/Data/synth_rirs_new/clone_monoRIR_x1232y2075z462_rtms68.wav,train,VCTK,/home/ubuntu/guestxr2/home/ubuntu/Data/VCTK/wav48_silence_trimmed/p343/p343_309_mic2.flac
24,0,0.701,0.156,31.55,3.32,3.4,2.8,2.2607196449155658,2.205862232912593,1.3484355626409816,2.0885276101208965,1.708518384288427,1.7178603373180978,0.5684246565915954,1.2631156341659993,1.058180459016611,0.1560082940375092,0.1560082940375092,0.8030428798206378,2.099813978208876,0.1464795118698834,0.1519931782899097,0.2234967912850931,19.68585373575529,monoRIR_x332y340z280_rtms16.wav,clone_monoRIR_x332y340z280_rtms16.wav,/home/ubuntu/guestxr2/home/ubuntu/Data/synth_rirs_new/monoRIR_x332y340z280_rtms16.wav,/home/ubuntu/guestxr2/home/ubuntu/Data/synth_rirs_new/clone_monoRIR_x332y340z280_rtms16.wav,train,VCTK,/home/ubuntu/guestxr2/home/ubuntu/Data/VCTK/wav48_silence_trimmed/p362/p362_392_mic1.flac
25,1507,0.701,0.857,1786.07,14.51,27.5,4.47,5.92530344758441,14.166085154975724,1.8982087354487776,7.302314012593055,7.529679563309511,1.5245163384677651,5.358346926847504,14.194303571659391,1.6862988240141208,0.8571118506590593,0.8571118506590593,2.573713072549733,6.079114745376568,1.5359662190015717,1.5573295549515018,1.4445057025874457,-4.429537425855096,monoRIR_x1451y2750z447_rtms86.wav,clone_monoRIR_x1451y2750z447_rtms86.wav,/home/ubuntu/guestxr2/home/ubuntu/Data/synth_rirs_new/monoRIR_x1451y2750z447_rtms86.wav,/home/ubuntu/guestxr2/home/ubuntu/Data/synth_rirs_new/clone_monoRIR_x1451y2750z447_rtms86.wav,train,VCTK,/home/ubuntu/guestxr2/home/ubuntu/Data/VCTK/wav48_silence_trimmed/p288/p288_253_mic1.flac
26,0,0.835,0.156,31.55,3.32,3.4,2.8,2.2607196449155658,2.205862232912593,1.3484355626409816,2.0885276101208965,1.708518384288427,1.7178603373180978,0.5684246565915954,1.2631156341659993,1.058180459016611,0.1560082940375092,0.1560082940375092,0.8030428798206378,2.099813978208876,0.1464795118698834,0.1519931782899097,0.2234967912850931,19.68585373575529,monoRIR_x332y340z280_rtms16.wav,clone_monoRIR_x332y340z280_rtms16.wav,/home/ubuntu/guestxr2/home/ubuntu/Data/synth_rirs_new/monoRIR_x332y340z280_rtms16.wav,/home/ubuntu/guestxr2/home/ubuntu/Data/synth_rirs_new/clone_monoRIR_x332y340z280_rtms16.wav,train,VCTK,/home/ubuntu/guestxr2/home/ubuntu/Data/VCTK/wav48_silence_trimmed/p250/p250_090_mic2.flac
27,1291,0.835,0.991,2525.86,19.81,28.65,4.45,12.810258935254208,13.480420242490336,1.6841727043207086,16.81354975072555,3.635124043849804,1.4192777129036411,13.258267326624123,23.419664172924165,1.5040679569218791,0.9910678387191209,0.9909321612808792,2.848312646277765,6.449476860100856,1.8429276086459243,1.960034820836831,1.8601927413817856,-7.5925002764252705,monoRIR_x1980y2865z445_rtms99.wav,clone_monoRIR_x1980y2865z445_rtms99.wav,/home/ubuntu/guestxr2/home/ubuntu/Data/synth_rirs_new/monoRIR_x1980y2865z445_rtms99.wav,/home/ubuntu/guestxr2/home/ubuntu/Data/synth_rirs_new/clone_monoRIR_x1980y2865z445_rtms99.wav,train,VCTK,/home/ubuntu/guestxr2/home/ubuntu/Data/VCTK/wav48_silence_trimmed/p249/p249_322_mic2.flac
28,0,0.9109999999999999,0.156,31.55,3.32,3.4,2.8,2.2607196449155658,2.205862232912593,1.3484355626409816,2.0885276101208965,1.708518384288427,1.7178603373180978,0.5684246565915954,1.2631156341659993,1.058180459016611,0.1560082940375092,0.1560082940375092,0.8030428798206378,2.099813978208876,0.1464795118698834,0.1519931782899097,0.2234967912850931,19.68585373575529,monoRIR_x332y340z280_rtms16.wav,clone_monoRIR_x332y340z280_rtms16.wav,/home/ubuntu/guestxr2/home/ubuntu/Data/synth_rirs_new/monoRIR_x332y340z280_rtms16.wav,/home/ubuntu/guestxr2/home/ubuntu/Data/synth_rirs_new/clone_monoRIR_x332y340z280_rtms16.wav,train,VCTK,/home/ubuntu/guestxr2/home/ubuntu/Data/VCTK/wav48_silence_trimmed/p301/p301_169_mic2.flac
29,1305,0.9109999999999999,1.067,398.29,7.47,10.68,4.99,4.272551715973265,6.19424687789439,1.5187488387249928,3.740125984027416,7.216710648948229,1.7388503943878977,1.7529689311404586,7.520348861536892,1.973648696759712,1.0670900539164083,1.0669099460835914,1.0898265449540885,4.673961188883235,1.3905852052636574,1.349679264992152,1.0637676259899154,2.2789857667324296,monoRIR_x747y1068z499_rtms107.wav,clone_monoRIR_x747y1068z499_rtms107.wav,/home/ubuntu/guestxr2/home/ubuntu/Data/synth_rirs_new/monoRIR_x747y1068z499_rtms107.wav,/home/ubuntu/guestxr2/home/ubuntu/Data/synth_rirs_new/clone_monoRIR_x747y1068z499_rtms107.wav,train,VCTK,/home/ubuntu/guestxr2/home/ubuntu/Data/VCTK/wav48_silence_trimmed/p270/p270_089_mic2.flac
30,0,0.717,0.156,31.55,3.32,3.4,2.8,2.2607196449155658,2.205862232912593,1.3484355626409816,2.0885276101208965,1.708518384288427,1.7178603373180978,0.5684246565915954,1.2631156341659993,1.058180459016611,0.1560082940375092,0.1560082940375092,0.8030428798206378,2.099813978208876,0.1464795118698834,0.1519931782899097,0.2234967912850931,19.68585373575529,monoRIR_x332y340z280_rtms16.wav,clone_monoRIR_x332y340z280_rtms16.wav,/home/ubuntu/guestxr2/home/ubuntu/Data/synth_rirs_new/monoRIR_x332y340z280_rtms16.wav,/home/ubuntu/guestxr2/home/ubuntu/Data/synth_rirs_new/clone_monoRIR_x332y340z280_rtms16.wav,train,VCTK,/home/ubuntu/guestxr2/home/ubuntu/Data/VCTK/wav48_silence_trimmed/p253/p253_153_mic1.flac
31,2159,0.717,0.873,2229.62,17.74,21.9,5.74,12.415556747404178,6.859090002917186,1.8640031186303088,2.0593250484745056,6.314985824747396,1.8857329388247808,3.776732379277728,4.396243418100421,1.247932106268275,0.8730662880021612,0.8730662880021612,2.851387658417077,7.239873670458847,1.3514465964543576,1.3246192057138897,1.209489090391092,-7.89534058640333,monoRIR_x1773y2190z574_rtms87.wav,clone_monoRIR_x1773y2190z574_rtms87.wav,/home/ubuntu/guestxr2/home/ubuntu/Data/synth_rirs_new/monoRIR_x1773y2190z574_rtms87.wav,/home/ubuntu/guestxr2/home/ubuntu/Data/synth_rirs_new/clone_monoRIR_x1773y2190z574_rtms87.wav,train,VCTK,/home/ubuntu/guestxr2/home/ubuntu/Data/VCTK/wav48_silence_trimmed/p333/p333_386_mic1.flac
32,0,0.482,0.156,31.55,3.32,3.4,2.8,2.2607196449155658,2.205862232912593,1.3484355626409816,2.0885276101208965,1.708518384288427,1.7178603373180978,0.5684246565915954,1.2631156341659993,1.058180459016611,0.1560082940375092,0.1560082940375092,0.8030428798206378,2.099813978208876,0.1464795118698834,0.1519931782899097,0.2234967912850931,19.68585373575529,monoRIR_x332y340z280_rtms16.wav,clone_monoRIR_x332y340z280_rtms16.wav,/home/ubuntu/guestxr2/home/ubuntu/Data/synth_rirs_new/monoRIR_x332y340z280_rtms16.wav,/home/ubuntu/guestxr2/home/ubuntu/Data/synth_rirs_new/clone_monoRIR_x332y340z280_rtms16.wav,train,VCTK,/home/ubuntu/guestxr2/home/ubuntu/Data/VCTK/wav48_silence_trimmed/p232/p232_297_mic2.flac
